time,lat,lon,alt,heading,speed,mode,armed
1782660683.4751399,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660683.7360759,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660683.996268,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660684.2525039,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660684.5100398,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660684.77084,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660685.0313878,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660685.291596,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660685.549924,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660685.812984,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660686.072732,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660686.332208,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660686.5910358,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660686.8507519,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660687.1130478,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660687.3738558,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660687.634404,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660687.8959959,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660688.155372,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660688.415844,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660688.674012,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660688.9381318,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660689.1996958,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660689.4635758,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660689.722072,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660689.982188,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660690.240588,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660690.5037918,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660690.7632718,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660691.026428,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660691.287164,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660691.54964,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660691.809176,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660692.073184,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660692.332768,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660692.64166,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660692.955576,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660693.274076,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660693.555656,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660693.814112,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660694.070644,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660694.333948,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660694.5940158,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660694.854168,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660695.1141639,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660695.377712,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660695.642292,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660695.903744,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660696.162276,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660696.4217038,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660696.6785078,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660696.935288,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660697.1954598,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660697.454068,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660697.7160878,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660697.9776678,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660698.236788,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660698.499316,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660698.760236,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660699.0172079,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660699.27756,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660699.5368118,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660699.795152,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660700.0544639,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660700.315724,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660700.5767,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660700.834904,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660701.092892,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660701.35438,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660701.614436,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660701.875928,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660702.135856,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660702.395948,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660702.6571639,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660702.9185479,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660703.177796,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660703.44164,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660703.706096,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660703.9685879,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660704.228744,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660704.49096,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660704.756548,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660705.0260918,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660705.295084,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660705.608932,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660705.93698,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660707.10548,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660707.963032,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660708.2259798,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660708.481468,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660708.737336,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660708.992828,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660709.244572,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660709.499712,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660709.751256,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660710.0068998,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660710.259636,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660710.5129519,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660710.7667918,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660711.019876,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660711.2712798,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660711.5247679,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660711.7778878,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660712.0300639,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660712.283104,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660712.536732,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660712.789264,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660713.0417519,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660713.2946398,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660713.546756,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660713.7998,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660714.0517838,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660714.303848,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660714.558316,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660714.81066,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660715.063452,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660715.315196,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660715.569192,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660715.820308,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660716.0731518,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660716.3252358,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660716.5794919,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660716.8320918,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660717.0846598,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660717.3396559,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660717.5940318,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660717.845492,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660718.0992038,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660718.3514478,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660718.60462,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660718.855288,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660719.108052,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660719.359988,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660719.613932,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660719.866312,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660720.119736,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660720.374588,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660720.6283798,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660720.8819358,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660721.1348438,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660721.387024,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660721.6402478,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660721.8922398,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660722.14444,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660722.396684,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660722.65038,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660722.903384,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660723.1559439,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660723.4102478,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660723.6647918,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660723.917028,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660724.169024,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660724.4206638,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660724.6729958,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660724.926244,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660725.1794598,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660725.434264,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660725.68746,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660725.9408839,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660726.19714,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660726.4491239,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660726.703116,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660726.955572,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660727.2085319,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660727.460388,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660727.711488,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660727.964964,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660728.21824,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660728.4708,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660728.7234519,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660728.976784,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660729.232172,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660729.485688,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660729.7394319,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660729.992096,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660730.245508,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660730.498468,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660730.74964,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660731.002452,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660731.254112,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660731.506244,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660731.760676,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660732.01366,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660732.26978,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660732.5218558,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660732.775244,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660733.027664,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660733.280416,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660733.5324478,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660733.7843878,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660734.03766,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660734.290004,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660734.5424118,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660734.795776,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660735.0493839,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660735.306208,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660735.5592358,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660735.81224,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660736.064564,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660736.318008,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660736.569084,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660736.821652,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660737.0752158,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660737.32724,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660737.5794718,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660737.832768,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660738.086428,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
1782660738.342644,53.2194,6.5664998,0.0,89.99,1.774550090205551e-10,Stabilize,False
